26 1001
Gros Valerie
CNRS LSCE, Orme des Merisiers, Bat 701, 91 191 Gif sur Yvette, France, valerie.gros@lsce.ipsl.fr
"Ozone instrument; carbon monoxide instrument; Nitrogen oxides instrument; LHVP station"
MEGAPOLI winter campaign
1 1
2010 01 01 2010 10 27
5 min
Time (hours since 2010-01-01 00:00:00 +1:00 )
4
1. 1. 1. 1.
9999 9999 9999 9999
ozone O3  (ppbv)
CO (ppbv)
NO (ppbv)
NOx (ppbv)
9
Ozone was measured with a Thermo-Environnment 49C instrument
Carbon monoxide was measured with a Thermo-Environment 48i-TL instrument
Nitrogen monoxide and nitrogen oxides were measured with a Environment SA AC31M  instrument from LHVP
Please contact me for more details on the instruments
 -------------------------------------------------------------------------------------------
These data were generated or collected within the framework of  FP7/ MEGAPOLI and of the national ANR MEGAPOLI-PARIS 
The user agrees with the MEGAPOLI DATA EXCHANGE PROTOCOL
 -------------------------------------------------------------------------------------------
Time (UTC)	O3 (ppb)	CO (ppb)	NO (ppb)	NOx (ppb)
43,872	7,7	324,8	6,2	46,1
43,875	8,4	312,3	6,0	45,3
43,878	5,7	317,0	9,1	49,0
43,882	4,9	306,4	11,3	52,4
43,885	4,2	319,6	10,5	52,1
43,889	4,5	327,7	10,2	53,1
43,892	6,4	352,4	8,8	50,8
43,896	6,0	318,6	6,1	43,4
43,899	3,9	325,0	10,5	52,3
43,903	2,6	359,4	14,9	59,2
43,906	3,5	368,0	14,6	60,0
43,910	3,2	343,4	11,8	57,6
43,913	3,0	338,1	12,6	58,0
43,917	3,0	339,4	13,1	58,6
43,920	3,4	345,9	11,2	56,6
43,924	5,4	330,7	9,0	53,4
43,927	4,7	334,8	6,7	49,8
43,931	4,7	335,3	6,3	49,7
43,934	4,2	345,5	6,3	49,4
43,938	4,7	348,1	6,7	49,9
43,941	3,8	350,8	6,2	49,6
43,944	3,8	352,0	7,1	50,1
43,948	4,1	344,1	7,3	50,8
43,951	5,0	341,6	7,1	50,1
43,955	4,1	366,4	6,5	49,0
43,958	4,4	354,2	6,2	48,9
43,962	4,1	9999	5,9	48,5
43,965	4,3	9999	6,6	48,6
43,969	6,1	9999	6,1	47,6
43,972	6,2	326,2	5,3	45,7
43,976	6,4	321,3	4,4	44,3
43,979	7,0	319,0	4,1	42,9
43,983	6,0	330,1	4,6	43,1
43,986	6,7	327,7	3,4	42,3
43,990	6,9	329,7	3,1	41,2
43,993	6,9	328,1	3,2	39,9
43,997	6,7	336,9	3,1	39,7
44,000	6,6	337,3	2,5	39,5
44,003	6,0	339,5	2,6	39,8
44,007	5,8	336,9	3,1	40,8
44,010	5,6	339,3	3,2	41,4
44,014	6,7	335,9	3,5	40,5
44,017	6,0	336,7	3,4	40,8
44,021	5,0	349,8	3,4	41,8
44,024	6,3	339,1	3,5	41,4
44,028	5,9	334,0	3,1	41,1
44,031	5,9	331,8	3,4	40,9
44,035	6,3	333,8	3,2	40,3
44,038	5,2	335,0	3,2	41,4
44,042	4,9	334,7	3,2	41,3
44,045	5,0	329,9	3,5	41,5
44,049	4,3	336,7	3,5	42,5
44,052	3,8	344,9	4,7	43,0
44,056	4,8	347,3	4,6	42,9
44,059	5,5	333,6	3,9	42,6
44,063	4,4	329,3	4,4	41,9
44,066	5,1	323,1	3,6	41,2
44,069	5,4	335,0	3,5	40,4
44,073	5,6	325,4	3,0	39,7
44,076	5,3	335,9	3,2	39,6
44,080	4,9	333,4	3,6	41,1
44,083	4,8	344,3	3,5	40,7
44,087	6,1	335,9	3,6	40,3
44,090	4,9	338,1	3,1	40,7
44,094	4,5	341,4	4,1	40,6
44,097	5,1	337,9	3,7	41,0
44,101	5,9	333,4	3,8	40,8
44,104	5,1	330,3	3,9	40,5
44,108	5,0	324,8	3,4	40,2
44,111	5,6	314,7	3,6	40,2
44,115	5,5	310,9	4,2	40,2
44,118	4,7	316,4	4,1	40,5
44,122	4,3	317,8	4,1	40,9
44,125	4,1	313,2	5,3	41,9
44,128	4,7	9999	5,4	41,1
44,132	4,2	9999	6,6	43,0
44,135	3,8	9999	7,1	45,0
44,139	4,4	300,8	7,4	44,0
44,142	3,4	333,2	6,1	42,6
44,146	4,8	336,3	5,7	42,7
44,149	4,7	321,4	5,5	42,2
44,153	4,8	320,3	5,9	42,0
44,156	4,8	315,5	4,9	41,7
44,160	5,1	307,4	6,2	41,7
44,163	6,3	290,2	5,4	40,1
44,167	6,8	296,9	4,9	38,3
44,170	6,4	291,6	10,2	43,3
44,174	8,2	280,8	9,6	38,5
44,177	6,2	286,7	7,4	38,1
44,181	7,3	281,0	7,1	38,1
44,184	8,2	287,7	6,0	35,8
44,188	10,9	280,3	4,3	33,7
44,191	8,7	265,0	5,1	32,9
44,194	7,7	280,9	6,9	36,7
44,198	9,0	274,4	6,6	35,8
44,201	8,6	272,8	7,5	37,4
44,205	8,0	293,5	7,2	37,9
44,208	8,6	294,4	5,4	35,3
44,212	9,5	301,2	3,7	32,9
44,215	10,6	305,3	2,7	31,6
44,219	11,0	278,5	2,7	30,5
44,222	11,0	283,4	2,6	29,8
44,226	11,3	270,3	2,0	28,8
44,229	11,2	286,0	1,6	28,1
44,233	10,7	293,6	1,8	28,1
44,236	9,3	296,9	2,3	29,4
44,240	7,3	298,6	4,6	33,1
44,243	9,8	297,1	5,0	34,3
44,247	8,3	285,1	4,0	33,2
44,250	7,0	291,0	5,3	34,6
44,253	8,8	294,9	4,0	33,8
44,257	11,1	285,3	3,4	31,0
44,260	7,7	297,6	4,0	32,2
44,264	7,8	294,3	6,0	35,4
44,267	9,0	296,1	4,9	35,0
44,271	9,5	295,2	3,7	32,0
44,274	7,5	299,2	2,6	31,7
44,278	7,9	308,8	2,9	31,4
44,281	6,5	305,1	3,6	32,7
44,285	7,3	312,5	4,1	34,0
44,288	7,2	306,0	4,1	34,6
44,292	8,1	306,8	5,7	35,4
44,295	10,9	9999	4,4	33,1
44,299	11,7	9999	2,7	31,0
44,302	12,8	9999	2,6	29,4
44,306	13,2	267,6	2,9	27,8
44,309	8,2	274,0	10,2	39,4
44,313	7,7	278,7	11,1	40,8
44,316	10,8	284,8	6,7	34,6
44,319	10,6	290,0	4,6	32,1
44,323	10,2	306,0	4,1	31,1
44,326	11,2	294,3	3,9	30,5
44,330	8,2	297,7	4,0	31,6
44,333	9,1	317,0	4,7	33,0
44,337	10,9	293,4	4,2	32,5
44,340	9,6	298,1	4,4	32,0
44,344	10,2	297,6	4,6	31,8
44,347	12,2	287,9	4,4	31,8
44,351	13,0	302,1	4,2	30,6
44,354	11,3	304,1	4,5	30,5
44,358	10,5	303,7	4,3	31,2
44,361	11,0	308,0	5,5	31,9
44,365	12,3	302,5	4,3	31,1
44,368	14,0	297,3	4,1	30,2
44,372	15,5	293,3	3,9	28,8
44,375	14,2	293,8	7,0	31,8
44,378	14,4	301,2	5,9	30,5
44,382	13,5	311,9	6,5	31,2
44,385	16,3	303,9	5,7	30,1
44,389	13,6	291,2	8,8	34,5
44,392	11,6	311,8	9,1	37,9
44,396	14,6	306,2	7,5	33,7
44,399	16,9	294,9	6,2	29,3
44,403	11,8	281,1	9,0	35,0
44,406	10,2	303,5	14,8	44,8
44,410	14,1	302,2	9,8	36,8
44,413	13,7	298,6	7,4	34,0
44,417	9,8	292,6	12,6	42,3
44,420	13,8	277,6	11,5	39,8
44,424	11,8	299,4	10,5	38,2
44,427	15,8	301,0	7,1	32,9
44,431	17,1	287,5	4,7	28,3
44,434	16,4	305,9	4,1	27,3
44,438	12,7	293,7	8,3	34,8
44,441	14,5	283,6	6,8	32,1
44,444	12,6	297,7	7,1	34,2
44,448	13,8	315,4	6,9	34,3
44,451	15,0	305,4	6,2	32,3
44,455	13,7	284,6	5,7	31,6
44,458	9,9	299,5	11,3	40,2
44,462	10,8	9999	16,3	46,6
44,465	14,1	9999	8,5	35,8
44,469	8,5	9999	16,6	47,3
44,472	10,1	316,4	12,2	43,6
44,476	12,5	311,5	9,1	38,7
44,479	11,7	282,8	10,4	39,0
44,483	14,9	279,5	8,7	34,5
44,486	13,1	288,3	6,9	31,4
44,490	11,1	315,1	10,8	41,2
44,493	10,7	294,1	9,9	39,2
44,497	10,0	290,6	14,3	45,3
44,500	11,5	317,2	12,0	42,5
44,503	13,1	301,8	8,8	35,9
44,507	14,1	295,7	5,6	30,7
44,510	12,2	324,4	5,4	31,1
44,514	11,8	311,7	5,6	32,5
44,517	12,6	316,2	5,9	33,4
44,521	12,7	310,2	6,3	33,2
44,524	13,5	312,9	6,1	32,0
44,528	12,3	322,7	6,5	33,8
44,531	13,1	324,4	6,2	34,5
44,535	15,7	291,6	6,0	33,1
44,538	17,4	279,7	5,6	28,3
44,542	16,4	301,7	4,2	27,4
44,545	14,0	315,4	6,1	30,2
44,549	15,6	290,0	5,7	29,7
44,552	14,3	316,1	5,5	29,9
44,556	15,7	322,7	5,8	29,4
44,559	16,5	319,5	4,9	28,4
44,563	15,5	305,5	5,5	28,1
44,566	15,1	296,1	4,7	28,2
44,569	12,9	339,1	5,3	30,2
44,573	14,2	307,8	6,1	31,1
44,576	13,9	303,5	5,7	31,1
44,580	16,7	292,6	5,0	30,2
44,583	17,2	310,4	4,9	28,6
44,587	16,0	326,4	3,4	26,8
44,590	14,6	303,9	5,0	28,0
44,594	12,8	331,1	8,0	34,6
44,597	13,9	310,2	8,6	36,8
44,601	16,0	334,0	5,7	28,2
44,604	15,8	9999	3,3	21,5
44,608	15,1	318,3	5,0	24,4
44,611	11,6	315,3	6,5	32,8
44,615	18,8	289,1	5,9	31,2
44,618	16,8	280,9	4,5	27,5
44,622	17,9	277,5	5,3	28,1
44,625	21,1	269,7	4,1	25,3
44,628	18,0	9999	3,5	24,3
44,632	16,7	9999	3,5	25,5
44,635	18,5	9999	3,4	25,3
44,639	21,2	269,6	2,2	23,1
44,642	17,1	276,7	6,0	28,0
44,646	13,9	282,4	10,6	38,6
44,649	15,2	280,7	8,3	35,2
44,653	11,1	284,0	11,2	41,0
44,656	15,2	288,5	8,8	39,2
44,660	16,9	281,1	3,9	28,5
44,663	14,8	286,1	4,1	28,3
44,667	15,1	289,3	5,8	30,8
44,670	9,0	253,9	14,3	46,6
44,674	12,4	273,6	11,7	41,8
44,677	16,9	273,8	8,3	34,8
44,681	16,3	273,2	5,8	30,5
44,684	13,4	284,2	5,1	30,9
44,688	15,1	284,8	4,1	29,0
44,691	12,4	279,3	6,7	36,0
44,694	17,3	293,3	7,7	36,4
44,698	22,1	250,4	3,3	24,0
44,701	22,1	266,0	3,6	23,3
44,705	24,8	249,2	2,1	20,9
44,708	20,0	247,5	2,7	21,4
44,712	21,8	270,7	3,2	26,4
44,715	21,4	258,0	2,9	24,5
44,719	22,0	273,4	3,2	24,9
44,722	20,9	291,4	4,2	27,0
44,726	19,8	290,0	3,1	26,7
44,729	19,0	319,9	4,0	26,9
44,733	16,6	297,1	3,9	28,6
44,736	18,1	302,2	5,1	31,2
44,740	22,5	272,8	2,5	24,7
44,743	19,3	281,0	2,7	24,5
44,747	19,9	282,0	3,1	25,6
44,750	24,4	273,4	2,7	24,0
44,753	20,0	270,5	2,0	23,9
44,757	20,9	282,6	3,4	29,2
44,760	23,7	266,8	2,5	24,1
44,764	21,2	265,0	2,3	23,8
44,767	17,5	289,1	2,3	26,6
44,771	13,7	310,0	5,2	34,8
44,774	16,7	310,7	4,4	35,2
44,778	18,6	308,0	4,8	32,4
44,781	18,7	291,0	7,6	34,2
44,785	22,1	279,9	5,7	30,0
44,788	21,4	260,7	2,8	23,0
44,792	23,4	276,7	2,7	22,7
44,795	23,9	9999	2,4	23,1
44,799	24,2	9999	1,2	21,5
44,802	24,0	9999	1,9	21,2
44,806	18,3	277,4	2,7	25,8
44,809	19,7	263,1	3,4	27,8
44,813	18,1	245,9	2,6	26,7
44,816	17,2	261,3	4,8	31,3
44,819	16,9	265,8	8,5	37,9
44,823	18,5	276,9	2,9	29,1
44,826	19,4	276,7	3,4	28,9
44,830	19,1	273,4	2,2	27,8
44,833	18,5	285,4	4,5	30,8
44,837	19,6	275,0	4,1	29,0
44,840	18,7	284,4	3,9	28,9
44,844	22,2	271,3	6,1	30,5
44,847	22,3	268,9	3,4	25,7
44,851	18,4	290,1	3,1	27,6
44,854	20,5	285,3	3,4	28,7
44,858	24,3	267,8	2,8	24,7
44,861	26,8	249,6	1,1	20,2
44,865	26,3	252,9	1,9	18,7
44,868	24,7	271,3	1,8	18,1
44,872	20,3	281,9	1,3	19,9
44,875	16,3	263,5	5,0	31,1
44,878	16,4	261,5	5,5	31,1
44,882	18,4	286,5	4,6	30,9
44,885	22,5	272,1	3,2	27,8
44,889	22,5	261,1	2,4	24,8
44,892	25,7	273,0	1,2	22,0
44,896	27,6	256,0	1,7	19,5
44,899	26,4	260,1	1,3	17,8
44,903	25,4	260,6	1,4	17,4
44,906	25,7	254,9	1,3	16,7
44,910	23,8	263,7	1,4	17,5
44,913	23,4	275,2	1,3	18,3
44,917	24,5	265,8	0,8	18,0
44,920	23,0	261,7	0,9	18,4
44,924	22,4	263,5	0,5	18,9
44,927	24,7	251,3	1,2	18,2
44,931	23,6	249,4	1,0	17,8
44,934	23,7	242,9	1,4	16,7
44,938	24,6	233,8	1,1	15,4
44,941	24,9	235,8	0,3	15,2
44,944	23,2	245,7	0,4	15,5
44,948	19,8	257,4	0,6	16,6
44,951	16,7	262,3	1,0	21,3
44,955	20,8	268,2	1,2	21,9
44,958	19,7	267,6	1,4	20,7
44,962	18,7	9999	2,0	21,0
44,965	19,1	9999	1,2	21,0
44,969	15,4	9999	1,5	22,8
44,972	15,6	9999	1,6	24,3
44,976	13,9	265,8	1,9	25,1
44,979	11,2	265,2	6,2	35,5
44,983	17,2	263,3	2,1	25,3
44,986	16,9	270,3	1,8	23,9
44,990	16,5	268,2	1,3	23,1
44,993	13,7	283,8	2,0	24,0
44,997	10,8	293,0	3,5	28,6
45,000	10,9	280,0	4,3	32,0
45,003	12,5	277,0	3,7	31,1
45,007	13,9	265,0	3,4	29,7
45,010	10,6	268,4	6,0	32,3
45,014	9,7	274,4	5,0	32,7
45,017	12,3	277,9	4,2	32,0
45,021	10,2	267,2	9,6	35,6
45,024	11,8	265,4	7,3	33,2
45,028	9,5	275,2	6,1	33,0
45,031	13,8	290,0	4,8	31,1
45,035	15,2	269,7	2,8	26,2
45,038	16,8	277,1	2,7	24,5
45,042	15,0	282,0	1,9	23,8
45,045	15,0	284,0	1,4	24,1
45,049	16,6	274,0	1,2	23,3
45,052	15,2	276,4	1,5	23,4
45,056	12,5	280,5	1,8	24,5
45,059	13,6	277,5	2,1	25,7
45,063	12,3	289,9	7,3	33,5
45,066	14,8	277,3	5,3	30,8
45,069	16,1	275,4	2,3	26,2
45,073	15,2	274,4	2,4	24,3
45,076	13,3	273,4	2,3	24,8
45,080	14,8	277,9	3,5	26,3
45,083	13,6	268,8	6,9	30,8
45,087	14,3	264,7	5,3	28,2
45,090	15,7	264,3	3,1	26,1
45,094	16,6	258,0	2,2	23,9
45,097	17,2	256,5	1,6	22,6
45,101	18,9	253,5	0,9	20,7
45,104	18,7	250,8	1,6	19,8
45,108	19,5	251,9	0,5	18,8
45,111	20,1	248,4	0,9	17,6
45,115	20,1	255,2	1,3	16,9
45,118	20,3	255,8	0,7	16,8
45,122	19,0	258,2	1,0	17,0
45,125	19,9	258,2	1,2	17,0
45,128	21,4	9999	1,2	16,2
45,132	21,2	9999	1,0	16,0
45,135	20,6	9999	0,5	15,7
45,139	20,3	9999	1,3	15,9
45,142	21,2	233,6	0,9	15,5
45,146	21,2	240,8	0,7	15,3
45,149	20,2	252,6	0,4	15,7
45,153	20,1	248,5	0,7	16,2
45,156	21,6	258,4	0,2	15,5
45,160	20,9	246,8	0,9	15,6
45,163	20,1	244,7	1,2	15,4
45,167	19,3	252,0	1,3	16,1
45,170	20,2	253,9	1,0	16,2
45,174	20,7	243,2	0,8	16,1
45,177	19,5	251,6	1,0	15,3
45,181	19,4	250,6	0,7	15,8
45,184	19,6	247,6	0,6	15,9
45,188	18,8	252,9	0,6	16,1
45,191	19,0	257,6	0,7	15,9
45,194	19,7	252,2	1,1	16,2
45,198	19,0	244,7	0,9	15,8
45,201	18,1	239,8	1,3	16,4
45,205	18,7	235,5	0,8	16,6
45,208	18,7	241,0	1,1	16,7
45,212	18,3	239,0	0,5	16,9
45,215	17,2	237,7	0,9	17,6
45,219	16,8	242,6	1,2	18,8
45,222	17,0	244,3	1,4	19,3
45,226	16,3	247,5	1,3	19,8
45,229	15,5	240,8	2,3	21,6
45,233	13,5	239,8	4,4	27,1
45,236	15,8	242,2	3,6	25,7
45,240	13,6	257,4	2,6	25,7
45,243	16,6	254,1	2,4	24,4
45,247	18,5	245,1	2,0	22,9
45,250	16,0	234,2	2,4	22,5
45,253	16,9	229,1	1,9	23,2
45,257	19,3	209,4	2,3	23,3
45,260	13,1	220,9	4,0	27,0
45,264	11,7	226,9	7,3	36,8
45,267	14,8	236,1	5,0	31,8
45,271	21,8	231,6	3,2	24,4
45,274	24,9	228,9	0,9	18,4
45,278	23,3	224,8	1,4	17,6
45,281	22,2	236,7	1,7	19,0
45,285	23,3	242,8	1,0	18,7
45,288	22,6	220,9	3,5	22,8
45,292	23,5	228,1	2,3	20,5
45,295	23,5	9999	1,5	19,3
45,299	19,8	9999	3,2	24,8
45,302	26,5	9999	3,0	22,3
45,306	27,1	9999	1,7	16,2
45,309	24,8	192,2	0,6	16,3
45,313	26,7	196,7	2,5	19,6
45,316	27,9	192,4	1,8	17,6
45,319	29,2	199,6	1,9	15,6
45,323	29,9	190,1	1,2	14,9
45,326	29,2	192,6	1,1	14,2
45,330	28,6	190,2	1,0	13,5
45,333	28,5	185,5	1,0	14,4
45,337	29,2	195,1	1,3	13,8
45,340	28,4	178,3	1,3	13,7
45,344	26,2	186,5	1,5	15,1
45,347	25,1	198,7	1,9	16,4
45,351	25,9	193,8	2,8	18,1
45,354	25,8	182,2	3,0	18,6
45,358	25,3	187,0	2,4	18,3
45,361	25,0	188,1	2,9	19,4
45,365	24,8	201,8	3,1	20,4
45,368	25,3	199,4	3,4	20,6
45,372	25,8	196,3	3,4	19,8
45,375	24,8	198,0	3,7	20,2
45,378	24,7	210,0	5,1	22,1
45,382	25,0	206,4	4,4	21,8
45,385	25,0	210,5	4,8	22,6
45,389	25,4	205,8	4,8	22,4
45,392	24,8	207,4	4,7	22,8
45,396	23,6	234,0	6,2	23,9
45,399	25,6	211,3	6,0	24,3
45,403	25,9	224,4	6,1	23,5
45,406	24,1	236,9	6,6	24,1
45,410	22,4	243,4	6,6	26,7
45,413	20,5	269,7	8,0	30,1
45,417	20,4	282,0	10,3	34,0
45,420	21,8	269,1	10,0	33,7
45,424	23,2	257,6	9,3	33,2
45,427	22,7	271,9	9,9	32,1
45,431	21,8	293,7	10,0	33,5
45,434	21,8	283,0	10,0	33,6
45,438	21,7	283,6	10,1	33,0
45,441	20,9	284,4	9,3	33,2
45,444	20,0	286,1	10,0	34,2
45,448	21,6	293,5	11,1	35,9
45,451	22,0	284,8	12,0	36,1
45,455	21,9	290,2	13,4	37,2
45,458	21,3	298,3	13,9	37,9
45,462	21,5	304,6	14,7	39,5
45,465	21,7	9999	14,7	39,6
45,469	20,1	9999	14,8	40,6
45,472	22,7	9999	14,4	39,5
45,476	22,5	288,9	12,8	37,0
45,479	21,9	303,7	12,1	36,4
45,483	23,3	308,4	13,7	38,1
45,486	23,4	304,1	13,3	36,8
45,490	24,4	316,0	12,8	36,7
45,493	24,7	285,2	11,9	34,6
45,497	22,5	297,9	11,8	34,5
45,500	20,1	319,8	13,7	39,2
45,503	22,9	311,0	14,4	39,9
45,507	25,4	297,6	13,5	38,0
45,510	25,1	293,6	11,9	35,9
45,514	25,2	289,7	12,1	35,1
45,517	24,5	304,7	12,1	34,8
45,521	23,8	309,2	12,4	35,7
45,524	23,3	303,3	12,4	35,8
45,528	24,6	307,8	12,8	38,8
45,531	24,6	300,7	12,5	37,4
45,535	25,0	303,3	11,5	36,9
45,538	26,4	301,4	12,3	36,3
45,542	23,6	311,9	11,5	35,9
45,545	24,7	299,4	10,9	36,3
45,549	23,0	319,4	10,8	36,8
45,552	21,8	318,7	10,9	38,3
45,556	24,4	298,8	10,4	37,6
45,559	27,4	276,3	8,5	34,1
45,563	28,9	277,5	7,2	31,1
45,566	30,2	278,3	6,8	29,8
45,569	30,3	266,8	6,5	26,7
45,573	31,5	258,6	5,4	25,0
45,576	27,4	277,7	5,8	25,4
45,580	29,2	279,7	5,3	24,7
45,583	27,5	271,3	4,4	25,5
45,587	28,7	291,4	4,6	25,6
45,590	31,7	271,9	4,7	24,7
45,594	28,5	288,5	5,2	24,9
45,597	32,2	270,1	4,8	24,2
45,601	30,6	269,3	4,9	23,6
45,604	28,7	292,6	4,6	24,4
45,608	28,5	281,1	5,6	26,0
45,611	30,6	271,1	6,1	25,8
45,615	33,7	260,5	5,9	24,1
45,618	34,1	245,1	3,8	21,1
45,622	30,7	270,7	4,4	21,0
45,625	33,7	256,6	2,9	19,6
45,628	30,3	9999	2,9	20,0
45,632	30,8	9999	2,9	21,3
45,635	33,1	9999	2,9	21,1
45,639	31,0	9999	2,7	20,1
45,642	28,2	262,9	2,8	23,4
45,646	27,7	269,5	3,4	24,3
45,649	28,6	266,4	2,2	24,1
45,653	27,6	268,6	2,9	24,3
45,656	27,8	286,3	3,0	25,8
45,660	31,8	245,9	2,9	24,2
45,663	29,3	254,9	2,5	23,0
45,667	26,6	274,0	3,0	24,4
45,670	26,3	282,2	5,0	29,1
45,674	29,7	268,2	3,1	25,7
45,677	32,9	262,3	2,6	23,6
45,681	33,3	240,3	2,5	21,6
45,684	30,2	255,3	2,1	21,0
45,688	30,0	255,9	1,9	20,4
45,691	24,3	269,1	1,4	23,3
45,694	23,8	286,0	2,5	25,9
45,698	24,1	281,0	1,6	27,9
45,701	24,6	280,2	2,5	28,4
45,705	23,4	287,1	2,4	28,9
45,708	23,7	286,3	1,9	29,6
45,712	23,0	276,0	1,3	28,6
45,715	19,8	336,5	2,2	30,9
45,719	22,1	319,7	3,7	38,2
45,722	24,6	301,4	2,4	32,2
45,726	21,8	297,7	2,2	30,8
45,729	23,7	309,0	1,8	31,4
45,733	22,2	274,4	2,1	30,2
45,736	21,6	280,1	1,5	30,1
45,740	19,1	330,3	3,9	34,1
45,743	20,1	312,0	3,3	35,2
45,747	18,7	310,6	3,4	35,9
45,750	15,5	326,0	2,9	36,8
45,753	14,2	327,9	3,4	38,9
45,757	17,7	336,4	3,5	39,2
45,760	20,4	316,4	2,9	37,1
45,764	19,7	308,4	2,2	34,4
45,767	17,8	314,5	2,4	35,0
45,771	17,1	309,2	2,3	35,7
45,774	16,9	312,5	2,0	36,3
45,778	15,6	323,3	2,6	37,5
45,781	20,2	337,1	3,0	37,0
45,785	19,8	325,6	2,3	35,2
45,788	21,8	303,5	2,1	33,2
45,792	23,7	288,8	1,8	31,2
45,795	19,1	9999	2,6	30,9
45,799	17,1	9999	3,7	38,1
45,802	23,6	9999	3,0	32,3
45,806	22,7	9999	1,9	27,9
45,809	21,1	302,2	1,9	28,7
45,813	19,2	312,9	1,9	28,9
45,816	16,7	326,0	1,7	30,9
45,819	13,8	333,4	2,6	33,7
45,823	12,8	352,7	3,8	39,6
45,826	13,8	365,2	5,3	43,1
45,830	16,2	337,1	3,1	39,9
45,833	14,8	365,0	3,5	37,8
45,837	20,4	336,0	2,3	35,4
45,840	20,6	311,7	1,4	30,8
45,844	16,1	320,1	2,3	31,2
45,847	14,6	332,8	2,2	32,9
45,851	16,4	321,9	1,7	33,5
45,854	16,3	319,0	2,2	32,7
45,858	14,0	313,7	2,2	33,4
45,861	12,2	315,3	2,4	34,6
45,865	10,0	382,6	3,2	37,6
45,868	9,6	367,4	4,4	40,6
45,872	9,8	355,5	4,1	42,0
45,875	11,4	345,3	3,5	41,9
45,878	10,9	350,6	2,9	40,7
45,882	11,6	348,2	2,9	39,0
45,885	13,8	347,9	2,7	37,4
45,889	13,1	347,1	2,8	36,0
45,892	11,8	338,5	2,2	35,9
45,896	12,3	347,1	1,8	36,4
45,899	13,4	335,5	1,8	35,9
45,903	9,8	368,9	2,2	36,3
45,906	12,3	365,6	1,5	36,3
45,910	13,8	336,3	2,2	35,3
45,913	15,2	333,4	2,3	34,0
45,917	14,1	333,0	2,4	32,6
45,920	13,0	328,1	2,2	33,5
45,924	11,6	333,4	2,4	34,7
45,927	10,3	312,3	2,7	35,4
45,931	8,4	324,6	2,9	36,8
45,934	8,5	334,4	2,9	39,3
45,938	9,0	335,1	3,3	39,8
45,941	8,7	321,9	3,5	39,9
45,944	10,4	303,9	4,4	39,9
45,948	11,4	313,7	3,2	38,2
45,951	10,5	317,6	2,6	36,4
45,955	10,3	300,4	2,8	37,0
45,958	13,1	284,6	2,3	35,3
45,962	13,2	9999	1,9	34,0
45,965	16,5	9999	1,8	31,5
45,969	17,5	9999	1,8	29,5
45,972	17,8	9999	1,9	27,8
45,976	15,7	307,6	1,4	28,0
45,979	15,8	305,9	1,9	29,1
45,983	17,3	281,6	1,5	29,2
45,986	16,1	285,7	1,4	28,4
45,990	14,7	298,4	1,2	29,6
45,993	14,8	286,9	1,0	29,6
45,997	14,5	275,2	1,5	29,6
46,000	13,5	275,0	1,3	30,3
46,003	14,6	266,2	1,1	30,8
46,007	18,4	258,8	1,9	29,6
46,010	19,9	272,1	2,0	26,9
46,014	21,2	269,1	1,6	25,8
46,017	18,1	281,0	1,2	24,4
46,021	19,2	281,8	1,5	25,3
46,024	18,0	280,8	1,2	25,1
46,028	20,6	258,4	1,5	25,0
46,031	22,1	265,4	1,0	22,9
46,035	21,3	261,9	1,2	21,5
46,038	20,5	254,3	1,3	21,8
46,042	20,7	256,0	1,0	22,1
46,045	19,6	242,8	0,9	22,3
46,049	13,8	239,1	1,5	25,4
46,052	14,5	249,4	1,5	28,2
46,056	15,8	260,3	1,9	28,4
46,059	15,0	255,3	1,6	28,4
46,063	14,8	253,5	1,2	29,2
46,066	16,2	236,9	0,9	28,5
46,069	16,6	234,7	1,2	28,0
46,073	19,4	237,9	1,6	26,3
46,076	18,7	271,3	1,3	25,1
46,080	19,0	271,7	0,1	24,0
46,083	19,0	263,5	0,9	23,9
46,087	19,0	255,3	1,0	23,6
46,090	19,0	248,3	1,3	23,8
46,094	20,6	243,0	0,9	22,7
46,097	20,3	270,1	1,5	22,2
46,101	19,6	277,5	0,8	21,7
46,104	15,7	265,2	0,7	22,9
46,108	13,4	258,4	1,5	25,9
46,111	13,1	251,2	0,6	26,9
46,115	13,4	266,4	0,8	28,3
46,118	13,0	281,6	0,5	28,4
46,122	13,9	279,5	0,9	28,6
46,125	14,5	269,7	1,2	28,1
46,128	17,4	9999	1,4	26,8
46,132	18,1	9999	0,9	24,4
46,135	18,3	9999	1,0	23,7
46,139	16,2	9999	1,2	24,1
46,142	17,2	260,5	1,3	24,5
46,146	17,2	275,8	1,2	23,6
46,149	15,9	273,2	0,3	23,8
46,153	15,5	264,1	1,5	24,3
46,156	15,9	266,8	1,2	25,1
46,160	17,0	262,7	1,1	24,7
46,163	18,1	253,9	1,3	24,1
46,167	15,9	251,6	0,9	23,2
46,170	14,3	278,7	2,0	26,0
46,174	16,9	260,6	2,0	25,8
46,177	17,0	277,9	1,0	25,0
46,181	18,1	285,1	0,9	24,4
46,184	18,8	270,1	0,8	22,9
46,188	17,1	276,6	0,9	22,8
46,191	16,0	271,5	2,2	23,7
46,194	10,0	267,4	2,7	30,0
46,198	7,8	270,5	4,1	36,3
46,201	9,5	264,7	4,3	36,5
46,205	9,1	258,6	4,6	37,4
46,208	8,8	258,6	5,2	38,4
46,212	8,9	266,4	5,2	39,2
46,215	9,2	274,2	6,5	39,0
